id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,floor_area,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,BMI
159,3,1,24,1,1,1,3,3,50000,1,10,4,3,4,1,2,3,1,2,3,1,6,28,2,4,50000,4,2,5,3,7,3,3,3,2,42,21.513858510523864
160,3,2,31,1,1,1,1,4,11000,1,70,2,1,3,1,4,3,2,5,4,4,-8,-8,-8,-8,11000,5,2,5,3,3,3,3,4,3,53,22.308149910767405
161,4,2,24,1,1,1,1,4,36000,1,200,4,4,4,1,4,1,1,3,6,1,6,25,3,4,-8,6,3,5,3,3,2,2,4,2,45,20.761245674740486
162,5,1,12,2,1,1,1,6,12000,1,95,3,5,5,1,4,4,1,4,5,4,-8,-8,-8,-8,300000,8,2,5,3,3,1,2,4,2,59,22.22222222222222
163,5,1,31,1,1,0,1,4,660,1,90,5,5,3,1,2,4,1,4,3,4,-8,-8,-8,-8,15000,6,2,5,3,3,2,2,4,2,63,27.636054421768712
164,5,2,18,2,1,1,1,1,1000,1,200,5,3,2,1,1,1,1,5,6,4,-8,-8,-8,-8,1000,10,3,5,3,3,2,2,5,1,64,20.202020202020204
165,4,1,4,2,1,1,1,13,60000,4,93,4,5,5,2,2,3,3,3,5,1,4,7,2,4,120000,7,3,5,2,3,2,2,3,3,33,19.81405273586343
166,4,1,10,2,1,1,1,1,-8,1,120,3,4,4,1,4,4,2,4,3,1,4,6,2,4,-8,6,3,5,2,3,2,2,4,2,28,21.484374999999996
167,4,1,12,1,1,1,1,6,40000,1,50,4,4,3,2,2,3,2,4,4,1,2,3,2,5,30000,7,2,5,3,3,3,2,2,-8,41,18.376825152861773
168,4,1,22,1,1,1,1,1,20000,1,50,4,4,4,1,2,2,1,2,3,1,4,-8,2,4,20000,6,3,4,3,3,2,2,4,2,45,23.38868655818771
169,4,1,10,2,1,1,1,6,15000,1,140,4,5,2,2,4,5,4,3,4,1,9,17,3,5,75000,6,3,6,3,3,2,2,3,2,35,22.744353467030574
170,4,2,22,2,1,1,1,3,20000,1,100,2,5,5,1,5,4,1,4,5,5,-8,-8,-8,-8,20000,9,3,6,3,3,3,2,4,2,64,21.719250114311837
171,2,2,2,1,1,1,1,3,6000,1,60,2,3,2,1,2,2,1,4,3,3,-8,-8,-8,-8,5000,5,2,5,3,7,3,2,-8,3,47,21.484374999999996
172,2,2,9,2,1,1,1,1,10000,1,160,4,4,5,1,2,3,1,4,4,6,-8,-8,-8,-8,10000,6,3,5,3,2,3,2,3,3,38,26.666666666666668
173,4,1,12,2,1,0,6,3,0,1,120,3,3,3,1,2,3,1,4,5,1,6,5,3,5,-8,4,3,5,3,3,2,1,3,2,45,26.666666666666668
174,5,1,30,1,1,0,4,4,37500,4,68.9,4,4,4,2,1,3,2,4,5,5,-8,-8,-8,-8,72600,6,3,5,3,3,2,2,5,1,78,22.59814049586777
175,3,2,21,2,1,1,3,1,20000,1,120,2,2,3,1,4,4,2,2,4,2,-8,-8,-8,-8,40000,6,3,5,3,3,3,1,3,3,51,26.43807082198365
176,4,2,4,1,1,0,1,3,40000,1,40,3,3,4,1,2,3,4,3,1,1,6,14,2,2,40000,6,2,5,3,3,2,1,4,2,27,18.645344042454013
177,3,2,18,1,1,1,1,4,8000,1,300,3,3,4,1,5,3,1,4,4,2,-8,-8,-8,-8,13000,6,2,5,3,3,3,1,3,2,52,21.469150482230148
178,4,1,11,2,1,1,1,13,0,4,24,5,4,5,5,3,4,4,3,-8,6,-8,-8,-8,-8,-8,6,2,4,3,1,2,-8,3,-8,26,20.202020202020204
179,4,2,21,1,1,1,1,3,20000,1,134,3,3,3,1,4,3,1,4,5,3,-8,-8,-8,-8,20000,4,3,5,3,4,2,2,4,2,65,21.258503401360546
180,5,1,30,1,1,1,2,12,800,2,115,4,3,4,2,3,3,3,4,-8,1,10,-8,2,3,60000,7,3,6,2,1,3,2,4,3,24,22.37654320987654
181,2,2,19,1,1,1,1,3,12500,1,600,4,3,3,2,4,2,1,2,1,1,4,25,2,4,30000,7,1,5,3,3,3,3,4,2,40,22.49134948096886
182,4,2,2,2,8,1,1,4,0,1,200,3,4,4,1,2,4,1,3,6,4,-8,-8,-8,-8,-8,10,4,5,3,3,2,1,3,-8,22,20.028841531805796
183,2,2,8,1,4,0,1,4,500,1,60,1,1,3,1,3,3,1,4,2,2,-8,-8,-8,-8,12000,5,2,5,3,3,3,2,3,3,30,20.41522491349481
184,4,2,31,2,1,1,1,3,0,1,60,4,4,5,1,2,3,1,4,7,4,-8,-8,-8,-8,30000,5,3,5,3,3,2,2,4,2,52,19.02739945521551
185,5,2,16,1,1,1,1,12,15000,2,115,2,5,3,1,2,3,3,4,5,1,4,1,2,4,130000,7,3,5,3,1,2,2,3,4,23,18.826793499801823
186,5,2,9,2,1,1,1,4,24000,1,320,5,5,5,1,2,3,1,2,5,5,-8,-8,-8,-8,100000,8,3,5,3,3,2,2,4,-8,20,19.195302796492154
187,4,2,28,1,1,1,1,6,30000,-8,180,4,3,4,1,2,3,-8,3,4,1,6,10,2,4,60000,8,2,6,3,3,2,1,3,2,33,17.71541950113379
188,4,2,15,2,1,1,1,1,2000,1,200,4,4,4,1,4,2,1,4,5,3,-8,-8,-8,-8,100000,9,4,5,3,3,2,1,4,2,58,24.414062499999996
189,3,1,31,1,1,1,1,4,2000,1,60,2,3,2,1,2,4,1,4,2,4,-8,-8,-8,-8,4000,5,1,4,3,3,3,2,4,3,76,20.202020202020204
190,4,1,10,2,1,1,1,12,40000,1,110,4,4,4,2,2,3,3,4,5,1,4,18,2,4,100000,6,3,5,2,3,2,2,4,2,41,22.031725684986377
191,4,1,7,1,1,1,1,12,60000,4,70,4,5,5,2,3,4,3,4,6,1,4,19,2,3,80000,6,3,5,2,3,-8,2,-8,3,41,29.384756657483933
192,4,2,16,1,1,1,1,4,80000,1,100,4,4,4,1,3,3,2,4,6,3,-8,-8,-8,-8,100000,6,4,5,3,3,2,1,3,2,52,10.612244897959183
193,4,2,10,2,4,0,2,1,3000,1,100,5,4,4,1,3,4,1,5,4,5,-8,-8,-8,-8,3000,4,3,5,3,7,3,2,5,2,81,26.666666666666668
194,4,1,13,2,1,1,1,9,-8,2,30,5,5,5,1,4,4,3,4,4,1,4,6,2,4,90000,6,3,6,3,1,1,1,4,1,24,19.65105601469238
195,4,2,23,1,1,1,1,3,1000,1,200,4,5,4,1,4,5,1,4,2,3,-8,-8,-8,-8,4000,6,1,5,3,3,3,1,4,2,51,25.099501595611173
196,2,2,29,2,1,1,1,3,6500,1,80,4,3,3,1,3,4,1,2,6,3,-8,-8,-8,-8,14000,5,4,5,3,3,3,1,5,3,45,20.5456936226167
197,5,1,19,2,1,0,9,3,24000,1,40,3,2,5,5,3,4,1,4,5,5,-8,-8,-8,-8,24000,4,3,5,3,7,2,2,-8,2,88,20.666666666666668
198,4,1,1,1,1,1,1,6,42000,1,63.5,4,4,5,5,2,4,2,4,6,5,-8,-8,-8,-8,90000,4,4,5,3,3,2,2,4,2,68,26.037493991347535
199,5,1,19,1,1,1,1,3,20000,1,140,2,3,4,1,1,4,4,4,2,1,3,10,2,3,30000,12,1,4,3,3,2,1,4,2,28,18.93700290367378
200,4,1,27,1,1,1,1,6,5000,1,45,3,3,5,2,1,5,1,4,1,5,-8,-8,-8,-8,8000,5,2,4,3,3,2,3,3,2,53,25.351541373715524
201,3,2,31,2,1,1,1,4,3000,1,60,2,3,3,1,2,2,1,3,2,5,-8,-8,-8,-8,20000,7,2,5,3,3,2,1,3,2,57,22.76943835385394
202,4,1,1,1,1,1,1,10,50000,1,80,3,5,4,2,3,3,3,3,6,1,2,-8,2,2,80000,6,3,1,3,3,2,2,3,3,43,20.281233098972418
203,4,2,9,2,1,1,1,-8,60000,1,140,5,3,3,1,3,3,3,4,6,1,4,-8,2,4,95000,5,3,5,3,3,3,3,4,2,26,18.36547291092746
204,2,1,31,2,1,1,1,3,0,1,30,1,1,3,1,2,4,1,3,1,4,-8,-8,-8,-8,-8,3,1,4,3,3,3,3,4,3,57,22.600262984878366
205,3,2,13,1,1,1,1,4,500,1,240,3,2,2,1,2,4,1,2,5,2,-8,-8,-8,-8,25000,8,3,5,3,3,3,2,-8,-8,62,29.296874999999993
206,4,1,1,1,1,1,1,4,48000,4,12,4,5,5,2,2,3,3,4,5,5,-8,-8,-8,-8,84000,5,3,4,3,3,3,2,3,3,61,25.15432098765432
207,5,2,8,2,4,0,8,1,20000,1,68,4,5,5,1,2,3,2,5,3,4,-8,-8,-8,-8,20000,5,3,4,3,3,2,1,3,2,57,24.654832347140037
208,2,1,13,2,1,1,1,3,0,1,109,2,3,3,1,3,3,5,2,3,5,-8,-8,-8,-8,-8,6,2,5,3,3,3,3,3,-8,37,26.05835362467427
209,4,2,5,2,1,1,1,3,10000,1,70,3,5,5,1,2,2,1,4,5,3,-8,-8,-8,-8,30000,7,3,5,3,3,2,1,4,2,52,25.390624999999996
210,4,1,9,1,1,1,1,3,1700,1,124,4,5,4,2,3,4,1,4,2,5,-8,-8,-8,-8,50000,7,3,5,3,3,2,2,4,3,73,23.030045351473927
211,4,1,5,2,1,0,1,6,20000,1,40,2,3,3,2,3,4,4,4,1,5,-8,-8,-8,-8,40000,5,2,5,3,3,3,1,2,2,58,22.582709172343712
212,4,1,6,1,1,1,1,6,120000,1,120,3,3,3,1,2,2,2,4,3,3,-8,-8,-8,-8,120000,5,3,5,3,3,2,2,4,2,46,23.437499999999996
213,4,1,31,2,1,1,1,3,30000,1,55,4,5,5,1,2,1,1,4,3,1,4,6,2,3,50000,5,3,5,3,3,2,1,-8,2,47,23.80540166204986
214,3,1,13,1,1,1,1,3,-8,1,110,5,5,3,1,2,4,1,3,3,1,2,10,2,2,-8,5,2,5,2,1,3,2,3,3,30,20.519134092541297
215,4,2,26,2,1,1,1,3,-8,1,160,4,5,5,1,4,3,1,1,3,3,-8,-8,-8,-8,5000,6,3,5,3,3,2,2,3,3,57,18.730489073881373
216,5,1,24,1,1,0,3,12,60000,1,100,5,5,3,2,2,3,1,4,3,1,4,16,2,4,200000,4,4,7,3,3,3,2,5,2,38,18.36547291092746
217,3,2,18,2,1,1,1,3,5000,1,100,4,4,4,1,3,4,1,2,4,2,-8,-8,-8,-8,20000,8,2,5,3,3,3,3,4,2,25,19.024970273483948
218,5,1,6,1,1,1,1,4,25000,1,90,4,4,4,4,2,2,2,4,4,1,3,21,2,5,60000,7,3,5,3,3,2,3,4,3,42,23.030045351473927
219,3,1,1,2,1,1,1,6,25000,1,27,4,4,4,2,3,3,3,1,6,1,4,20,2,3,60000,6,2,5,3,3,3,3,4,3,40,23.627547666009203
220,4,1,7,2,1,1,1,4,14000,1,70,4,5,5,4,2,2,1,2,5,1,4,11,2,4,54800,5,2,6,3,3,2,2,4,3,49,27.548209366391188
221,5,1,21,1,1,1,1,6,20000,1,200,2,4,5,5,3,3,3,4,5,1,4,37,1,1,100000,5,4,7,2,3,2,2,4,1,61,27.33564013840831
222,4,2,10,1,1,1,1,6,20000,1,110,4,5,4,1,3,3,3,4,5,3,-8,-8,-8,-8,60000,5,3,5,3,3,2,1,3,2,58,24.382716049382715
223,4,2,9,2,1,1,1,1,-8,1,100,2,3,2,1,3,2,1,2,5,5,-8,-8,-8,-8,10000,8,3,5,3,3,2,2,3,3,44,22.060353798126947
224,4,2,2,1,8,1,1,4,4000,1,120,4,4,4,1,4,4,1,4,3,3,-8,-8,-8,-8,4000,4,2,5,3,1,3,2,4,2,24,20.761245674740486
225,4,1,26,1,1,1,1,3,24000,1,80,4,3,3,1,3,3,3,2,5,5,-8,-8,-8,-8,72000,5,3,6,3,3,2,1,2,2,60,19.031141868512112
226,4,1,31,2,1,1,1,4,12000,1,60,4,5,4,2,1,5,1,4,5,5,-8,-8,-8,-8,-8,5,3,5,3,3,2,2,-8,2,67,29.1363163371488
227,4,2,2,2,1,0,4,1,-8,1,120,4,4,5,1,3,4,1,4,3,3,-8,-8,-8,-8,-8,6,3,5,3,3,2,2,4,2,62,17.578124999999996
228,4,1,21,2,1,1,1,3,17000,1,67,2,2,3,4,2,2,2,4,3,1,3,25,2,5,57000,5,2,5,3,3,2,2,3,2,62,23.306680053067517
229,4,2,29,1,1,1,1,4,10000,1,40,2,2,3,1,2,3,1,4,2,3,-8,-8,-8,-8,20000,8,2,5,3,3,3,1,3,2,55,19.28937926777516
230,4,1,1,1,1,1,1,10,120000,1,107,3,5,5,2,4,4,4,4,7,1,4,35,2,3,150000,8,3,5,3,3,2,2,4,2,55,29.983587930816814
231,4,1,11,1,1,1,1,12,2000,2,230,5,4,3,1,2,3,4,4,3,6,-8,-8,-8,-8,40000,7,3,5,3,1,2,1,3,-8,22,21.887453206134523
232,4,1,12,2,1,1,1,7,90000,1,56,4,5,5,5,3,5,2,4,6,1,3,8,2,2,130000,7,3,6,3,3,2,2,-8,2,36,21.907582457706194
233,5,1,1,1,1,1,1,4,37200,1,52.7,5,5,5,2,3,3,1,4,5,5,-8,-8,-8,-8,66000,5,3,4,3,3,2,2,3,3,66,23.781212841854934
234,5,2,8,1,4,0,1,4,10000,1,130,2,3,5,1,2,4,3,4,1,3,-8,-8,-8,-8,12000,5,2,5,3,3,3,3,3,-8,51,31.020408163265305
235,3,2,29,2,1,1,1,4,20000,1,25,5,5,4,1,2,2,3,4,2,1,3,10,2,5,40000,5,2,5,3,3,3,1,4,2,28,21.453573713726524
236,4,2,10,1,1,1,1,4,20000,4,50,4,5,4,1,3,3,4,2,3,3,-8,-8,-8,-8,40000,5,2,6,3,3,2,2,3,3,57,26.528510346119035
237,5,1,31,1,1,1,1,6,0,2,63,5,5,3,2,3,3,3,2,3,6,-8,-8,-8,-8,44400,6,2,5,3,1,2,2,3,-8,18,23.14192719997611
238,5,1,10,2,1,1,1,7,10000,1,100,4,5,5,1,4,4,4,1,6,1,4,1,2,4,10000,5,3,4,3,1,2,2,4,2,19,21.484374999999996
239,2,2,10,1,1,1,1,4,8000,4,150,3,2,2,5,2,4,3,4,2,2,-8,-8,-8,-8,8000,5,2,5,3,3,3,1,4,2,59,23.38868655818771
240,4,1,28,2,1,1,1,4,24000,1,130,4,5,5,4,1,4,1,4,5,1,4,10,2,4,-8,6,3,4,3,3,2,1,4,2,33,21.484374999999996
241,4,2,18,1,1,1,1,4,10000,1,200,5,5,4,1,3,3,1,4,3,2,-8,-8,-8,-8,20000,5,3,5,3,3,2,2,4,2,42,23.38868655818771
242,4,1,22,2,1,1,1,2,1900,1,60,3,3,5,2,2,4,1,2,5,5,-8,-8,-8,-8,1900,4,3,5,3,7,2,2,3,2,77,30.80124869927159
243,4,1,15,1,1,1,1,10,60000,2,200,4,4,4,1,4,3,3,4,5,1,4,3,2,3,180000,7,3,5,2,1,2,2,3,2,25,21.12628447809627
244,4,2,19,1,1,1,1,4,20000,1,80,3,5,5,1,3,3,2,4,4,1,6,26,2,5,40000,6,2,5,3,3,2,2,5,3,45,25.402816083611555
245,3,2,28,1,1,1,2,3,10000,1,240,3,3,4,1,3,2,1,2,5,3,-8,-8,-8,-8,23000,7,3,6,3,3,2,1,3,3,39,26.672763298277697
246,3,1,12,1,1,1,4,6,-8,1,50,3,4,4,5,2,3,1,2,3,1,4,20,2,4,60000,6,2,4,3,3,2,1,3,4,51,13.197901700691636
247,5,1,1,2,1,1,1,10,69600,4,68.3,3,3,5,2,3,1,1,3,5,5,-8,-8,-8,-8,40800,5,3,5,3,3,2,2,3,2,63,20.202020202020204
248,4,1,24,2,1,0,1,3,6000,1,53,2,5,5,2,5,5,1,3,2,6,-8,-8,-8,-8,6000,4,2,5,3,7,3,2,4,3,77,20.028841531805796
249,4,2,26,1,1,1,3,1,4000,1,80,5,4,5,1,1,2,1,2,2,4,-8,-8,-8,-8,4000,5,2,5,3,6,3,2,3,2,43,19.333333333333332
250,5,1,11,2,1,1,1,10,24000,2,100,4,4,4,2,3,3,5,4,5,1,4,4,2,4,70000,7,4,5,3,3,2,1,4,2,27,22.308149910767405
251,4,1,10,2,1,1,1,6,2000,1,67,5,4,4,2,5,5,3,4,6,1,4,-8,3,4,15000,5,3,5,3,4,3,1,4,2,61,24.97398543184183
252,4,1,30,1,1,1,1,4,25000,1,97,3,5,5,2,2,2,2,1,7,1,4,1,2,4,25000,7,2,5,3,3,3,2,5,2,34,27.041644131963228
253,4,2,18,1,1,1,1,3,700,1,75,4,4,5,1,2,3,2,4,5,3,-8,-8,-8,-8,1000,5,2,5,3,3,2,2,4,2,80,18.36547291092746
254,5,2,8,1,4,0,4,3,20000,1,154,5,5,4,4,4,2,1,5,10,2,-8,-8,-8,-8,40000,8,4,5,3,3,2,1,4,2,40,21.224489795918366
255,4,1,15,1,1,1,1,4,38000,1,54,3,4,4,5,3,2,2,4,5,5,-8,-8,-8,-8,78000,5,3,5,3,3,2,2,4,2,64,27.041644131963228
256,4,1,1,2,1,0,4,4,36000,1,98,4,4,4,2,3,4,3,-8,6,1,5,-8,1,1,80000,5,3,6,3,3,2,3,3,2,61,23.73321432918171
257,4,2,29,1,1,1,1,1,7000,1,70,3,3,4,1,3,2,1,3,3,3,-8,-8,-8,-8,14000,5,3,5,3,3,3,2,4,2,59,22.88221184193915
258,3,1,16,2,1,1,1,4,11000,1,17,3,3,3,1,2,3,3,4,3,1,6,-8,2,4,80000,4,2,5,3,3,3,2,4,3,35,24.654832347140037
259,4,1,12,1,1,0,8,12,24000,4,80,4,5,5,8,3,4,4,4,2,1,4,1,2,4,240000,4,3,4,3,1,2,1,4,2,21,25.826446280991735
260,4,2,22,2,1,1,1,1,10000,1,300,4,4,4,1,4,2,1,4,5,3,-8,-8,-8,-8,20000,6,3,5,3,3,3,2,3,2,61,26.666666666666668
261,4,2,29,1,1,1,1,9,10000,2,120,4,5,5,1,3,3,4,3,4,2,-8,-8,-8,-8,30000,6,2,5,3,1,3,2,4,2,24,19.15158479364167
262,4,1,10,1,1,1,1,13,60000,4,70,4,4,4,2,3,3,4,4,5,1,4,20,2,2,100000,6,4,6,2,3,1,3,4,3,45,24.489795918367346
263,4,1,22,2,1,1,3,12,0,2,130,4,4,3,2,2,3,3,2,6,6,-8,-8,-8,-8,200000,6,4,5,3,1,2,1,3,-8,19,19.48696145124717
264,3,1,12,1,1,1,1,3,0,1,57,3,1,1,5,3,4,1,2,1,5,-8,-8,-8,-8,30000,9,2,5,2,3,3,2,4,-8,42,22.460937499999996
265,3,1,30,2,5,0,1,3,0,1,60,4,4,3,2,3,4,2,2,3,4,-8,-8,-8,-8,50000,8,2,6,2,3,3,2,1,2,59,23.875114784205696
266,2,2,28,2,1,1,1,1,10000,1,300,2,3,3,1,2,2,1,4,2,3,-8,-8,-8,-8,20000,5,2,5,3,3,2,2,3,2,66,16.649323621227886
267,5,1,27,2,1,1,1,4,40000,1,62,4,5,5,1,2,5,2,4,5,1,4,21,2,4,600000,5,3,5,3,3,2,2,5,2,40,20.17325264032277
268,4,1,13,1,6,1,1,3,10000,1,200,4,4,4,1,3,4,1,4,4,1,6,20,3,4,15000,7,2,5,3,3,3,2,3,2,60,20.37273242630386
269,4,1,4,1,1,1,1,4,42000,1,40,3,3,4,4,2,5,5,2,4,5,-8,-8,-8,-8,42000,5,3,5,3,3,2,1,4,2,76,21.192742415229034
270,4,1,16,2,1,1,1,4,0,1,97,4,4,4,1,4,4,1,2,4,6,-8,-8,-8,-8,30000,8,3,5,3,3,2,2,3,2,29,21.299038500547688
271,4,1,27,2,1,1,1,3,6060,1,56,5,5,5,2,1,4,1,4,1,4,-8,-8,-8,-8,6060,4,2,5,3,7,3,2,3,2,72,24.034609838166958
272,3,1,6,1,1,1,1,3,5000,1,200,4,4,3,1,4,3,1,3,5,4,-8,-8,-8,-8,10000,7,3,6,3,3,2,1,5,3,43,22.03856749311295
273,5,1,11,1,1,1,1,6,10000,1,105,2,5,4,5,2,3,3,3,5,1,3,30,2,5,20000,6,3,4,2,3,2,1,4,2,49,22.294887039239
274,5,1,4,2,2,1,1,7,0,1,60,4,5,5,2,2,3,4,4,4,5,-8,-8,-8,-8,80000,6,2,5,3,3,3,1,4,2,34,16.731112433075552
275,4,2,10,2,1,1,1,11,0,2,200,3,4,4,1,3,3,3,2,5,6,-8,-8,-8,-8,70000,6,2,5,3,1,2,2,4,-8,23,17.63085399449036
276,5,2,5,2,1,1,1,4,10000,1,60,5,4,4,1,2,2,2,4,4,5,-8,-8,-8,-8,30000,6,2,5,3,1,3,2,3,2,18,19.57168128269788
277,4,1,19,2,1,1,1,10,50000,1,50,4,4,3,5,3,4,4,3,5,1,4,8,2,4,50000,4,3,3,3,1,2,2,4,3,29,18.442545824080696
278,5,1,16,2,1,1,1,12,5000,2,100,4,5,5,5,1,4,3,1,7,1,4,1,2,4,5000,4,3,4,3,1,2,1,4,4,22,19.467401285583104
279,4,2,9,2,1,1,1,1,1500,1,220,3,3,3,1,2,3,2,2,3,3,-8,-8,-8,-8,10000,5,3,6,3,3,2,2,4,2,53,34.601455771092546
280,4,1,18,2,1,1,1,2,30000,1,90,4,4,4,2,4,4,1,4,5,5,-8,-8,-8,-8,30000,5,3,5,3,7,2,1,4,2,76,21.63114885435026
281,4,1,7,2,1,1,1,6,31200,1,70,5,5,5,2,2,3,1,4,6,5,-8,-8,-8,-8,31200,5,3,5,2,3,2,2,4,2,56,20.811654526534856
282,4,1,12,1,1,1,1,12,0,2,180,4,4,4,4,3,2,4,3,5,6,-8,-8,-8,-8,100000,6,3,6,2,1,2,2,4,-8,22,18.49649887699828
283,2,2,13,2,8,-8,1,1,3000,1,180,3,4,4,1,1,4,1,4,3,2,-8,-8,-8,-8,13000,7,2,5,3,3,3,1,4,2,45,17.77777777777778
284,5,1,4,1,1,1,1,7,43000,1,36,4,5,5,2,3,5,4,4,6,5,-8,-8,-8,-8,-8,7,3,7,2,7,2,1,5,1,74,26.629935720844816
285,4,1,21,1,1,1,1,4,20000,1,120,3,4,3,4,4,4,2,2,4,5,-8,-8,-8,-8,20000,6,2,5,2,3,2,2,4,-8,45,29.053287981859416
286,4,1,1,1,1,1,2,6,26400,1,27,4,4,4,2,3,3,3,4,5,1,4,36,2,4,70000,5,3,6,3,3,3,2,3,3,55,23.6734693877551
287,4,1,26,1,1,1,1,5,100000,1,90,4,4,4,1,2,2,2,4,5,1,6,6,2,4,150000,4,3,5,3,3,2,1,4,3,45,25.95155709342561
288,5,2,16,2,1,1,1,1,3000,1,100,5,4,4,1,5,3,1,4,1,4,-8,-8,-8,-8,6000,6,2,5,3,3,3,2,4,3,55,18.730489073881373
289,4,2,22,2,1,1,1,3,30000,1,200,4,4,4,1,4,3,2,2,4,1,4,20,2,4,50000,7,3,5,3,3,2,2,4,2,39,25.71166207529844
290,4,1,16,2,1,1,4,3,0,1,150,4,4,4,1,4,3,2,4,6,4,-8,-8,-8,-8,90000,8,3,5,3,7,2,2,4,3,72,15.426997245179065
291,4,1,19,2,1,0,8,4,36000,1,77,3,3,3,5,4,5,4,2,6,5,-8,-8,-8,-8,96000,5,3,4,3,3,2,2,4,3,64,28.685144680698485
292,4,2,10,1,1,1,1,6,50000,1,150,4,4,4,1,5,3,2,1,8,1,2,11,2,5,80000,6,3,5,3,3,2,1,4,2,28,31.91930798940279
293,3,1,16,1,1,1,1,3,60000,1,90,5,4,4,1,3,2,2,3,3,3,-8,-8,-8,-8,100000,7,2,5,3,3,2,1,4,2,46,20.202020202020204
294,4,2,22,2,1,1,1,9,20000,2,240,3,5,4,1,2,4,2,3,6,5,-8,-8,-8,-8,100000,7,3,5,3,3,2,2,3,-8,20,19.531249999999996
295,4,1,6,1,1,1,1,1,30000,1,143,4,5,5,2,4,3,1,4,7,5,-8,-8,-8,-8,60000,5,4,4,3,3,1,2,4,2,82,21.007667798746546
296,4,2,13,2,6,1,1,4,2000,1,200,2,3,5,1,3,4,1,4,6,3,-8,-8,-8,-8,10000,6,4,5,3,3,2,1,5,2,51,20
297,4,1,29,1,1,1,1,3,30000,1,30,5,5,4,1,2,2,2,2,5,1,9,10,2,4,30000,7,2,4,3,3,3,2,5,2,33,23.875114784205696
298,4,2,2,1,8,1,1,1,1000,1,30,2,3,3,1,3,2,1,4,2,3,-8,-8,-8,-8,5000,5,1,5,3,7,3,1,4,3,46,18.666666666666668
299,4,1,27,2,1,1,1,1,0,1,98.4,3,4,3,1,1,3,1,4,3,4,-8,-8,-8,-8,-8,6,2,5,2,7,2,1,4,-8,65,19.223375624759708
300,4,1,12,1,1,0,1,6,20000,1,13,4,5,4,5,2,1,1,2,4,5,-8,-8,-8,-8,80000,6,3,5,3,3,3,2,4,3,61,27.755102040816325
301,3,1,6,2,1,1,1,4,10000,1,120,4,3,3,1,3,3,3,4,4,1,3,20,2,5,25000,5,3,5,3,3,2,2,3,2,67,20
302,3,1,12,2,1,0,1,4,30000,1,50,4,4,4,1,2,3,2,2,3,1,4,16,2,4,60000,5,2,5,3,3,2,2,3,-8,32,20.028841531805796
303,4,1,19,1,1,1,1,6,30000,1,80,3,4,5,4,4,2,4,4,5,1,5,13,2,3,50000,6,2,7,3,3,2,2,4,2,43,21.453287197231838
304,5,1,16,2,1,1,1,6,20000,2,100,5,5,5,2,3,3,2,4,5,1,4,2,2,4,50000,7,3,5,2,2,2,2,4,2,19,20.957171162932475
305,5,1,16,2,1,1,1,3,50000,1,120,2,3,4,1,4,4,4,1,5,1,2,3,2,2,50000,10,2,5,3,3,3,1,4,2,28,20.202020202020204
306,5,2,17,1,1,1,1,4,40000,1,240,5,5,5,1,2,1,1,3,4,1,4,43,3,4,40000,5,3,5,3,3,2,2,4,2,59,23.875114784205696
307,4,1,5,1,1,1,1,12,0,2,70,5,5,5,4,4,4,4,4,4,6,-8,-8,-8,-8,100000,6,3,5,3,1,2,2,5,2,20,18.376825152861773
308,5,1,4,2,1,1,3,12,80000,1,60,2,3,2,2,2,3,4,4,6,1,4,16,2,3,300000,6,4,5,2,4,1,1,3,2,38,20.202020202020204
309,5,2,10,2,4,0,7,1,24000,1,150,4,4,5,2,3,4,1,4,5,5,-8,-8,-8,-8,50000,5,4,5,3,3,2,1,4,2,62,29.296874999999993
310,4,2,9,2,1,1,1,4,0,1,170,3,4,4,1,5,4,1,4,6,4,-8,-8,-8,-8,20000,6,3,5,3,3,2,3,4,2,39,24.341758286340216
311,3,2,6,2,1,1,1,2,-8,1,120,2,3,3,1,3,2,1,3,5,4,-8,-8,-8,-8,-8,4,2,5,3,3,2,1,5,-8,71,22.22222222222222
312,4,1,27,2,1,1,1,6,0,1,90,4,5,5,2,4,4,2,4,5,5,-8,-8,-8,-8,50000,6,2,5,3,3,3,2,3,3,40,21.37864366448543
313,4,2,5,1,1,1,1,4,-8,1,75,3,3,4,1,2,2,1,3,3,3,-8,-8,-8,-8,-8,7,3,5,3,3,2,2,3,2,65,20.281233098972418
314,4,2,19,2,1,0,5,4,30000,1,110,3,3,5,1,4,4,2,2,5,1,4,32,2,4,140000,7,3,5,3,3,2,1,5,2,52,23.80540166204986
315,5,2,24,1,1,0,4,6,50000,1,90,2,3,3,1,3,2,1,2,5,1,3,3,2,5,100000,5,4,6,3,3,2,1,3,3,52,24.489795918367346
316,3,1,1,2,1,0,7,11,100000,1,60,3,4,4,2,4,4,3,3,5,1,4,10,2,3,100000,5,3,5,3,3,2,3,3,3,34,24.414062499999996
317,4,2,18,1,1,0,8,4,30000,1,200,3,3,4,1,4,5,1,4,4,3,-8,-8,-8,-8,50000,6,3,5,3,3,2,2,3,3,39,21.71806608974573
318,4,2,18,2,1,1,1,3,0,1,160,2,2,2,1,4,3,1,4,5,2,-8,-8,-8,-8,52000,8,3,5,3,3,2,2,4,3,48,27.548209366391188
